,home_team,away_team,home_score,away_score,days_since,home_win
3295,SJ,Copenhagen Flames,1.0,2.0,260.0,0.0
3296,LDLC,Izako Boars,1.0,2.0,260.0,0.0
3297,CR4ZY,Natus Vincere,1.0,2.0,260.0,0.0
3298,Moops,eXtatus,2.0,1.0,261.0,1.0
3299,Italy,Area51,3.0,2.0,261.0,1.0
3300,EZ4ME,:thinking:,3.0,1.0,261.0,1.0
3301,GAMERZONE,Salamander,3.0,2.0,261.0,1.0
3302,Liquid,mousesports,2.0,0.0,261.0,1.0
3303,FURY,wrAth,3.0,0.0,261.0,1.0
3304,Warzone,Vcore Knights,1.0,2.0,261.0,0.0
3305,wrAth,hős utca peek,2.0,0.0,261.0,1.0
3306,Area51,Vcore Knights,2.0,0.0,261.0,1.0
3307,Brute,eSuba,2.0,1.0,261.0,1.0
3308,Maple,Lucid Dream,2.0,0.0,261.0,1.0
3309,Renegades,G2,2.0,1.0,261.0,1.0
3310,BOOT,5POWER,2.0,0.0,261.0,1.0
3311,The Foxes,A Point,1.0,2.0,261.0,0.0
3312,hős utca peek,need more DM,1.0,0.0,261.0,1.0
3313,wrAth,FURY,0.0,2.0,261.0,0.0
3314,Warzone,Italy,0.0,2.0,261.0,0.0
3315,BOOT,Maple,0.0,2.0,261.0,0.0
3316,Lucid Dream,5POWER,2.0,1.0,261.0,1.0
3317,YeakSa,A Point,0.0,2.0,261.0,0.0
3318,eXtatus,Moops,1.0,2.0,261.0,0.0
3319,Area51,Italy,2.0,3.0,261.0,0.0
3320,:thinking:,EZ4ME,1.0,3.0,261.0,0.0
3321,Salamander,GAMERZONE,2.0,3.0,261.0,0.0
3322,mousesports,Liquid,0.0,2.0,261.0,0.0
3323,wrAth,FURY,0.0,3.0,261.0,0.0
3324,Vcore Knights,Warzone,2.0,1.0,261.0,1.0
3325,hős utca peek,wrAth,0.0,2.0,261.0,0.0
3326,Vcore Knights,Area51,0.0,2.0,261.0,0.0
3327,eSuba,Brute,1.0,2.0,261.0,0.0
3328,Lucid Dream,Maple,0.0,2.0,261.0,0.0
3329,G2,Renegades,1.0,2.0,261.0,0.0
3330,5POWER,BOOT,0.0,2.0,261.0,0.0
3331,A Point,The Foxes,2.0,1.0,261.0,1.0
3332,need more DM,hős utca peek,0.0,1.0,261.0,0.0
3333,FURY,wrAth,2.0,0.0,261.0,1.0
3334,Italy,Warzone,2.0,0.0,261.0,1.0
3335,Maple,BOOT,2.0,0.0,261.0,1.0
3336,5POWER,Lucid Dream,1.0,2.0,261.0,0.0
3337,A Point,YeakSa,2.0,0.0,261.0,1.0
3338,AVEZ,PACT,2.0,1.0,262.0,1.0
3339,Vitality,mousesports,2.0,0.0,262.0,1.0
3340,Legion,Gaming Hub,1.0,2.0,262.0,0.0
3341,FaZe,Renegades,1.0,2.0,262.0,0.0
3342,Moops,Brute,2.0,1.0,262.0,1.0
3343,PACT,Capri Sun,2.0,1.0,262.0,1.0
3344,Bren,Fallen5,2.0,0.0,262.0,1.0
3345,Revolution,Maple,0.0,2.0,262.0,0.0
3346,MIBR,Natus Vincere,0.0,2.0,262.0,0.0
3347,G2,AVANGAR,1.0,2.0,262.0,0.0
3348,The Foxes,Bl1nK8,2.0,0.0,262.0,1.0
3349,5POWER,Alpha Red,2.0,0.0,262.0,1.0
3350,Beyond,Maple,0.0,2.0,262.0,0.0
3351,Paradise,Alpha Red,0.0,2.0,262.0,0.0
3352,WClick,Agressive,0.0,1.0,262.0,0.0
3353,Furious,9z,1.0,0.0,262.0,1.0
3354,NiP,North,0.0,2.0,262.0,0.0
3355,Astralis,NRG,0.0,2.0,262.0,0.0
3356,adwokacik,AVEZ,2.0,1.0,262.0,1.0
3357,PACT,AVEZ,1.0,2.0,262.0,0.0
3358,mousesports,Vitality,0.0,2.0,262.0,0.0
3359,Gaming Hub,Legion,2.0,1.0,262.0,1.0
3360,Renegades,FaZe,2.0,1.0,262.0,1.0
3361,Brute,Moops,1.0,2.0,262.0,0.0
3362,Capri Sun,PACT,1.0,2.0,262.0,0.0
3363,Fallen5,Bren,0.0,2.0,262.0,0.0
3364,Maple,Revolution,2.0,0.0,262.0,1.0
3365,Natus Vincere,MIBR,2.0,0.0,262.0,1.0
3366,AVANGAR,G2,2.0,1.0,262.0,1.0
3367,Bl1nK8,The Foxes,0.0,2.0,262.0,0.0
3368,Alpha Red,5POWER,0.0,2.0,262.0,0.0
3369,Maple,Beyond,2.0,0.0,262.0,1.0
3370,Alpha Red,Paradise,2.0,0.0,262.0,1.0
3371,Agressive,WClick,1.0,0.0,262.0,1.0
3372,9z,Furious,0.0,1.0,262.0,0.0
3373,North,NiP,2.0,0.0,262.0,1.0
3374,NRG,Astralis,2.0,0.0,262.0,1.0
3375,AVEZ,adwokacik,1.0,2.0,262.0,0.0
3376,Renegades,DreamEaters,2.0,0.0,263.0,1.0
3377,ENCE,Vitality,2.0,0.0,263.0,1.0
3378,FaZe,CR4ZY,0.0,1.0,263.0,0.0
3379,Revolution,Lucid Dream,0.0,1.0,263.0,0.0
3380,MIBR,G2,0.0,1.0,263.0,0.0
3381,BOOT,5POWER,1.0,0.0,263.0,1.0
3382,Lucid Dream,Maple,1.0,0.0,263.0,1.0
3383,Natus Vincere,mousesports,0.0,1.0,263.0,0.0
3384,Liquid,AVANGAR,0.0,1.0,263.0,0.0
3385,Alpha Red,5POWER,0.0,1.0,263.0,0.0
3386,Revolution,Beyond,1.0,0.0,263.0,1.0
3387,Paradise,BOOT,0.0,1.0,263.0,0.0
3388,Maple,Legend,2.0,0.0,263.0,1.0
3389,Lucid Dream,Astro,2.0,1.0,263.0,1.0
3390,gloryUS,Los gurises,1.0,0.0,263.0,1.0
3391,Malvinas,Sinisters,1.0,0.0,263.0,1.0
3392,Astralis,G2,1.0,0.0,263.0,1.0
3393,ENCE,MIBR,1.0,0.0,263.0,1.0
3394,FaZe,Vitality,0.0,1.0,263.0,0.0
3395,DreamEaters,Renegades,0.0,2.0,263.0,0.0
3396,Vitality,ENCE,0.0,2.0,263.0,0.0
3397,CR4ZY,FaZe,1.0,0.0,263.0,1.0
3398,Lucid Dream,Revolution,1.0,0.0,263.0,1.0
3399,G2,MIBR,1.0,0.0,263.0,1.0
3400,5POWER,BOOT,0.0,1.0,263.0,0.0
3401,Maple,Lucid Dream,0.0,1.0,263.0,0.0
3402,mousesports,Natus Vincere,1.0,0.0,263.0,1.0
3403,AVANGAR,Liquid,1.0,0.0,263.0,1.0
3404,5POWER,Alpha Red,1.0,0.0,263.0,1.0
3405,Beyond,Revolution,0.0,1.0,263.0,0.0
3406,BOOT,Paradise,1.0,0.0,263.0,1.0
3407,Legend,Maple,0.0,2.0,263.0,0.0
3408,Astro,Lucid Dream,1.0,2.0,263.0,0.0
3409,Los gurises,gloryUS,0.0,1.0,263.0,0.0
3410,Sinisters,Malvinas,0.0,1.0,263.0,0.0
3411,G2,Astralis,0.0,1.0,263.0,0.0
3412,MIBR,ENCE,0.0,1.0,263.0,0.0
3413,Vitality,FaZe,1.0,0.0,263.0,1.0
3414,Liquid,NRG,0.0,1.0,264.0,0.0
3415,North,mousesports,0.0,1.0,264.0,0.0
3416,NiP,CR4ZY,0.0,1.0,264.0,0.0
3417,Natus Vincere,DreamEaters,1.0,0.0,264.0,1.0
3418,TRIDENT,Genuine,1.0,2.0,264.0,0.0
3419,Renegades,AVANGAR,0.0,1.0,264.0,0.0
3420,Ground Zero,Paradox,0.0,2.0,264.0,0.0
3421,Sinisters,gloryUS,1.0,0.0,264.0,1.0
3422,Malvinas,Los gurises,1.0,0.0,264.0,1.0
3423,MIBR,NiP,1.0,0.0,264.0,1.0
3424,Natus Vincere,G2,0.0,1.0,264.0,0.0
3425,FaZe,mousesports,1.0,0.0,264.0,1.0
3426,NRG,Liquid,1.0,0.0,264.0,1.0
3427,mousesports,North,1.0,0.0,264.0,1.0
3428,CR4ZY,NiP,1.0,0.0,264.0,1.0
3429,DreamEaters,Natus Vincere,0.0,1.0,264.0,0.0
3430,Genuine,TRIDENT,2.0,1.0,264.0,1.0
3431,AVANGAR,Renegades,1.0,0.0,264.0,1.0
3432,Paradox,Ground Zero,2.0,0.0,264.0,1.0
3433,gloryUS,Sinisters,0.0,1.0,264.0,0.0
3434,Los gurises,Malvinas,0.0,1.0,264.0,0.0
3435,NiP,MIBR,0.0,1.0,264.0,0.0
3436,G2,Natus Vincere,1.0,0.0,264.0,1.0
3437,mousesports,FaZe,0.0,1.0,264.0,0.0
3438,Vitality,North,1.0,0.0,265.0,1.0
3439,Liquid,CR4ZY,1.0,0.0,265.0,1.0
3440,NRG,Renegades,1.0,0.0,265.0,1.0
3441,Astralis,DreamEaters,1.0,0.0,265.0,1.0
3442,ENCE,AVANGAR,1.0,0.0,265.0,1.0
3443,9z,Agressive,1.0,0.0,265.0,1.0
3444,Furious,WClick,1.0,0.0,265.0,1.0
3445,Isurus,RUFUS,2.0,0.0,265.0,1.0
3446,North,Vitality,0.0,1.0,265.0,0.0
3447,CR4ZY,Liquid,0.0,1.0,265.0,0.0
3448,Renegades,NRG,0.0,1.0,265.0,0.0
3449,DreamEaters,Astralis,0.0,1.0,265.0,0.0
3450,AVANGAR,ENCE,0.0,1.0,265.0,0.0
3451,Agressive,9z,0.0,1.0,265.0,0.0
3452,WClick,Furious,0.0,1.0,265.0,0.0
3453,RUFUS,Isurus,0.0,2.0,265.0,0.0
3454,Vitality,Grayhound,2.0,1.0,266.0,1.0
3455,Grayhound,Vitality,1.0,2.0,266.0,0.0
3456,forZe,DreamEaters,0.0,2.0,267.0,0.0
3457,AVANGAR,Syman,2.0,1.0,267.0,1.0
3458,Vexed,Endpoint,3.0,1.0,267.0,1.0
3459,9z,Atrapa2,0.0,2.0,267.0,0.0
3460,Space Shuttle Peekers,Peeker's Advantage,0.0,2.0,267.0,0.0
3461,Schadenfreude,Defusekids,2.0,1.0,267.0,1.0
3462,Oceanus,iNTACT,2.0,0.0,267.0,1.0
3463,Endpoint,London,2.0,1.0,267.0,1.0
3464,Latingamers,Furious,2.0,1.0,267.0,1.0
3465,Space Shuttle Peekers,imperial,2.0,1.0,267.0,1.0
3466,iNTACT,Prospects,2.0,0.0,267.0,1.0
3467,Oceanus,LiviD,2.0,0.0,267.0,1.0
3468,Peeker's Advantage,Party Astronauts,2.0,1.0,267.0,1.0
3469,Defusekids,dizLown,1.0,2.0,267.0,0.0
3470,Schadenfreude,One One,1.0,0.0,267.0,1.0
3471,CeX,London,0.0,2.0,267.0,0.0
3472,Vitality,HellRaisers,2.0,0.0,267.0,1.0
3473,DreamEaters,CR4ZY,1.0,2.0,267.0,0.0
3474,DreamEaters,forZe,2.0,0.0,267.0,1.0
3475,Syman,AVANGAR,1.0,2.0,267.0,0.0
3476,Endpoint,Vexed,1.0,3.0,267.0,0.0
3477,Atrapa2,9z,2.0,0.0,267.0,1.0
3478,Peeker's Advantage,Space Shuttle Peekers,2.0,0.0,267.0,1.0
3479,Defusekids,Schadenfreude,1.0,2.0,267.0,0.0
3480,iNTACT,Oceanus,0.0,2.0,267.0,0.0
3481,London,Endpoint,1.0,2.0,267.0,0.0
3482,Furious,Latingamers,1.0,2.0,267.0,0.0
3483,imperial,Space Shuttle Peekers,1.0,2.0,267.0,0.0
3484,Prospects,iNTACT,0.0,2.0,267.0,0.0
3485,LiviD,Oceanus,0.0,2.0,267.0,0.0
3486,Party Astronauts,Peeker's Advantage,1.0,2.0,267.0,0.0
3487,dizLown,Defusekids,2.0,1.0,267.0,1.0
3488,One One,Schadenfreude,0.0,1.0,267.0,0.0
3489,London,CeX,2.0,0.0,267.0,1.0
3490,HellRaisers,Vitality,0.0,2.0,267.0,0.0
3491,CR4ZY,DreamEaters,2.0,1.0,267.0,1.0
3492,Chaos,Illuminar,2.0,1.0,268.0,1.0
3493,PACT,m1x,1.0,2.0,268.0,0.0
3494,Vexed,Endpoint,2.0,0.0,268.0,1.0
3495,NRG,AVANGAR,2.0,0.0,268.0,1.0
3496,compLexity,Grayhound,0.0,2.0,268.0,0.0
3497,PACT,eL'quvet,2.0,0.0,268.0,1.0
3498,One More Time,m1x,0.0,2.0,268.0,0.0
3499,Chaos,Gambit Youngsters,2.0,0.0,268.0,1.0
3500,Illuminar,Copenhagen Flames,2.0,1.0,268.0,1.0
3501,G2,forZe,2.0,0.0,268.0,1.0
3502,FURIA,Syman,0.0,2.0,268.0,0.0
3503,North,CR4ZY,2.0,1.0,268.0,1.0
3504,Grayhound,INTZ,2.0,1.0,268.0,1.0
3505,Illuminar,Chaos,1.0,2.0,268.0,0.0
3506,m1x,PACT,2.0,1.0,268.0,1.0
3507,Endpoint,Vexed,0.0,2.0,268.0,0.0
3508,AVANGAR,NRG,0.0,2.0,268.0,0.0
3509,Grayhound,compLexity,2.0,0.0,268.0,1.0
3510,eL'quvet,PACT,0.0,2.0,268.0,0.0
3511,m1x,One More Time,2.0,0.0,268.0,1.0
3512,Gambit Youngsters,Chaos,0.0,2.0,268.0,0.0
3513,Copenhagen Flames,Illuminar,1.0,2.0,268.0,0.0
3514,forZe,G2,0.0,2.0,268.0,0.0
3515,Syman,FURIA,2.0,0.0,268.0,1.0
3516,CR4ZY,North,1.0,2.0,268.0,0.0
3517,INTZ,Grayhound,1.0,2.0,268.0,0.0
3518,G2,mousesports,1.0,2.0,269.0,0.0
3519,compLexity,TyLoo,2.0,0.0,269.0,1.0
3520,FURIA,forZe,0.0,1.0,269.0,0.0
3521,AVANGAR,HellRaisers,1.0,0.0,269.0,1.0
3522,Vitality,DreamEaters,0.0,1.0,269.0,0.0
3523,NRG,Syman,1.0,0.0,269.0,1.0
3524,Grayhound,forZe,0.0,1.0,269.0,0.0
3525,FURIA,CR4ZY,0.0,1.0,269.0,0.0
3526,compLexity,HellRaisers,0.0,1.0,269.0,0.0
3527,mousesports,AVANGAR,1.0,0.0,269.0,1.0
3528,Vitality,INTZ,1.0,0.0,269.0,1.0
3529,G2,DreamEaters,1.0,0.0,269.0,1.0
3530,NRG,TyLoo,1.0,0.0,269.0,1.0
3531,North,Syman,1.0,0.0,269.0,1.0
3532,CR4ZY,Grayhound,1.0,0.0,269.0,1.0
3533,mousesports,G2,2.0,1.0,269.0,1.0
3534,TyLoo,compLexity,0.0,2.0,269.0,0.0
3535,forZe,FURIA,1.0,0.0,269.0,1.0
3536,HellRaisers,AVANGAR,0.0,1.0,269.0,0.0
3537,DreamEaters,Vitality,1.0,0.0,269.0,1.0
3538,Syman,NRG,0.0,1.0,269.0,0.0
3539,forZe,Grayhound,1.0,0.0,269.0,1.0
3540,CR4ZY,FURIA,1.0,0.0,269.0,1.0
3541,HellRaisers,compLexity,1.0,0.0,269.0,1.0
3542,AVANGAR,mousesports,0.0,1.0,269.0,0.0
3543,INTZ,Vitality,0.0,1.0,269.0,0.0
3544,DreamEaters,G2,0.0,1.0,269.0,0.0
3545,TyLoo,NRG,0.0,1.0,269.0,0.0
3546,Syman,North,0.0,1.0,269.0,0.0
3547,Grayhound,CR4ZY,0.0,1.0,269.0,0.0
3548,AVANGAR,compLexity,1.0,0.0,270.0,1.0
3549,mousesports,forZe,1.0,0.0,270.0,1.0
3550,FURIA,HellRaisers,1.0,0.0,270.0,1.0
3551,North,INTZ,1.0,0.0,270.0,1.0
3552,G2,TyLoo,1.0,0.0,270.0,1.0
3553,Vitality,Syman,0.0,1.0,270.0,0.0
3554,NRG,DreamEaters,0.0,1.0,270.0,0.0
3555,Gambit Youngsters,Heretics,1.0,2.0,270.0,0.0
3556,BLUEJAYS,adwokacik,2.0,1.0,270.0,1.0
3557,compLexity,AVANGAR,0.0,1.0,270.0,0.0
3558,forZe,mousesports,0.0,1.0,270.0,0.0
3559,HellRaisers,FURIA,0.0,1.0,270.0,0.0
3560,INTZ,North,0.0,1.0,270.0,0.0
3561,TyLoo,G2,0.0,1.0,270.0,0.0
3562,Syman,Vitality,1.0,0.0,270.0,1.0
3563,DreamEaters,NRG,1.0,0.0,270.0,1.0
3564,Heretics,Gambit Youngsters,2.0,1.0,270.0,1.0
3565,adwokacik,BLUEJAYS,1.0,2.0,270.0,0.0
3566,Tricked,Illuminar,2.0,1.0,271.0,1.0
3567,Shidiots,Corvidae,2.0,0.0,271.0,1.0
3568,Heretics,HAVU,1.0,2.0,271.0,0.0
3569,ViCi Gaming,Lucid Dream,2.0,1.0,271.0,1.0
3570,ALTERNATE aTTaX,Sprout,2.0,0.0,271.0,1.0
3571,Monky See Monky Do,SYF,2.0,1.0,271.0,1.0
3572,AVANT,madlikewizards,3.0,1.0,271.0,1.0
3573,DETONA,paiN,0.0,1.0,271.0,0.0
3574,ATK,Tiny Meat Gang,2.0,0.0,271.0,1.0
3575,Monstars,Rap Gang,1.0,2.0,271.0,0.0
3576,paiN,DETONA,0.0,1.0,271.0,0.0
3577,Heretics,NOM,2.0,1.0,271.0,1.0
3578,adwokacik,Illuminar,2.0,1.0,271.0,1.0
3579,Playing Ducks,Gambit Youngsters,0.0,2.0,271.0,0.0
3580,Windigo Academy,BLUEJAYS,0.0,2.0,271.0,0.0
3581,Illuminar,Tricked,1.0,2.0,271.0,0.0
3582,Corvidae,Shidiots,0.0,2.0,271.0,0.0
3583,HAVU,Heretics,2.0,1.0,271.0,1.0
3584,Lucid Dream,ViCi Gaming,1.0,2.0,271.0,0.0
3585,Sprout,ALTERNATE aTTaX,0.0,2.0,271.0,0.0
3586,SYF,Monky See Monky Do,1.0,2.0,271.0,0.0
3587,madlikewizards,AVANT,1.0,3.0,271.0,0.0
3588,paiN,DETONA,1.0,0.0,271.0,1.0
3589,Tiny Meat Gang,ATK,0.0,2.0,271.0,0.0
3590,Rap Gang,Monstars,2.0,1.0,271.0,1.0
3591,DETONA,paiN,1.0,0.0,271.0,1.0
3592,NOM,Heretics,1.0,2.0,271.0,0.0
3593,Illuminar,adwokacik,1.0,2.0,271.0,0.0
3594,Gambit Youngsters,Playing Ducks,2.0,0.0,271.0,1.0
3595,BLUEJAYS,Windigo Academy,2.0,0.0,271.0,1.0
3596,Unique,HAVU,0.0,2.0,272.0,0.0
3597,Illuminar,HAVU,1.0,2.0,272.0,0.0
3598,Lucid Dream,5POWER,2.0,1.0,272.0,1.0
3599,Bizarre,madlikewizards,1.0,2.0,272.0,0.0
3600,RUNnGUN,Tiny Meat Gang,1.0,2.0,272.0,0.0
3601,ATK,Glizzy Gang,2.0,0.0,272.0,1.0
3602,LiviD,Rap Gang,1.0,2.0,272.0,0.0
3603,Monstars,Ascent,1.0,0.0,272.0,1.0
3604,Keyd,Bulldozer,0.0,1.0,272.0,0.0
3605,paiN,Santos,1.0,0.0,272.0,1.0
3606,EOX,DETONA,0.0,1.0,272.0,0.0
3607,DreamEaters,HAVU,0.0,2.0,272.0,0.0
3608,HAVU,Unique,2.0,0.0,272.0,1.0
3609,HAVU,Illuminar,2.0,1.0,272.0,1.0
3610,5POWER,Lucid Dream,1.0,2.0,272.0,0.0
3611,madlikewizards,Bizarre,2.0,1.0,272.0,1.0
3612,Tiny Meat Gang,RUNnGUN,2.0,1.0,272.0,1.0
3613,Glizzy Gang,ATK,0.0,2.0,272.0,0.0
3614,Rap Gang,LiviD,2.0,1.0,272.0,1.0
3615,Ascent,Monstars,0.0,1.0,272.0,0.0
3616,Bulldozer,Keyd,1.0,0.0,272.0,1.0
3617,Santos,paiN,0.0,1.0,272.0,0.0
3618,DETONA,EOX,1.0,0.0,272.0,1.0
3619,HAVU,DreamEaters,2.0,0.0,272.0,1.0
3620,Unique,Heretics,0.0,2.0,273.0,0.0
3621,Syman,HAVU,0.0,2.0,273.0,0.0
3622,BTRG,5POWER,0.0,2.0,273.0,0.0
3623,Gambit Youngsters,Illuminar,1.0,2.0,273.0,0.0
3624,AVANT,madlikewizards,2.0,0.0,273.0,1.0
3625,Lucid Dream,ViCi Gaming,1.0,2.0,273.0,0.0
3626,Heretics,Unique,2.0,0.0,273.0,1.0
3627,HAVU,Syman,2.0,0.0,273.0,1.0
3628,5POWER,BTRG,2.0,0.0,273.0,1.0
3629,Illuminar,Gambit Youngsters,2.0,1.0,273.0,1.0
3630,madlikewizards,AVANT,0.0,2.0,273.0,0.0
3631,ViCi Gaming,Lucid Dream,2.0,1.0,273.0,1.0
3632,ShotCallers,NASR,1.0,2.0,274.0,0.0
3633,ALTERNATE aTTaX,HAVU,0.0,2.0,274.0,0.0
3634,Unique,Gambit Youngsters,2.0,0.0,274.0,1.0
3635,Kansas City Pioneers,RUNnGUN,2.0,1.0,274.0,1.0
3636,RUFUS,EOX,1.0,2.0,274.0,0.0
3637,Ascent,RBG,1.0,2.0,274.0,0.0
3638,Binturong Boys,NASCAR Dads,2.0,0.0,274.0,1.0
3639,Reagan’s Money Crew,No Namers,2.0,0.0,274.0,1.0
3640,EnVy,ATK,3.0,1.0,274.0,1.0
3641,TRZ,Bull,2.0,1.0,274.0,1.0
3642,Rap Gang,New Identity,0.0,2.0,274.0,0.0
3643,NASCAR Dads,No Namers,2.0,0.0,274.0,1.0
3644,Binturong Boys,Reagan’s Money Crew,2.0,0.0,274.0,1.0
3645,New Identity,LiviD,2.0,0.0,274.0,1.0
3646,DreamEaters,Heretics,0.0,2.0,274.0,0.0
3647,Singularity,ATK,1.0,2.0,274.0,0.0
3648,eUlarity,New Identity,0.0,1.0,274.0,0.0
3649,LiviD,Monstars,2.0,0.0,274.0,1.0
3650,Rap Gang,RBG,2.0,1.0,274.0,1.0
3651,pharsyde,Apeks,1.0,0.0,274.0,1.0
3652,NASR,ShotCallers,2.0,1.0,274.0,1.0
3653,HAVU,ALTERNATE aTTaX,2.0,0.0,274.0,1.0
3654,Gambit Youngsters,Unique,0.0,2.0,274.0,0.0
3655,RUNnGUN,Kansas City Pioneers,1.0,2.0,274.0,0.0
3656,EOX,RUFUS,2.0,1.0,274.0,1.0
3657,RBG,Ascent,2.0,1.0,274.0,1.0
3658,NASCAR Dads,Binturong Boys,0.0,2.0,274.0,0.0
3659,No Namers,Reagan’s Money Crew,0.0,2.0,274.0,0.0
3660,ATK,EnVy,1.0,3.0,274.0,0.0
3661,Bull,TRZ,1.0,2.0,274.0,0.0
3662,New Identity,Rap Gang,2.0,0.0,274.0,1.0
3663,No Namers,NASCAR Dads,0.0,2.0,274.0,0.0
3664,Reagan’s Money Crew,Binturong Boys,0.0,2.0,274.0,0.0
3665,LiviD,New Identity,0.0,2.0,274.0,0.0
3666,Heretics,DreamEaters,2.0,0.0,274.0,1.0
3667,ATK,Singularity,2.0,1.0,274.0,1.0
3668,New Identity,eUlarity,1.0,0.0,274.0,1.0
3669,Monstars,LiviD,0.0,2.0,274.0,0.0
3670,RBG,Rap Gang,1.0,2.0,274.0,0.0
3671,Apeks,pharsyde,0.0,1.0,274.0,0.0
3672,BIG,GoldenGitte,2.0,1.0,275.0,1.0
3673,expert,Espada,0.0,2.0,275.0,0.0
3674,Illuminar,Vexed,2.0,1.0,275.0,1.0
3675,Portal Blue,ShotCallers,0.0,2.0,275.0,0.0
3676,pharsyde,Budapest Five,2.0,0.0,275.0,1.0
3677,Apeks,GAMERZONE,2.0,1.0,275.0,1.0
3678,Heretics,NiP,1.0,2.0,275.0,0.0
3679,SHIPACHI,PlotniuVodniu,2.0,1.0,275.0,1.0
3680,Espada,potatosquad,2.0,1.0,275.0,1.0
3681,GoldenGitte,One More Time,2.0,1.0,275.0,1.0
3682,Fierce,BIG,0.0,2.0,275.0,0.0
3683,Dracarys,expert,0.0,2.0,275.0,0.0
3684,Unique,Budapest Five,0.0,2.0,275.0,0.0
3685,Universe,pharsyde,0.0,2.0,275.0,0.0
3686,Gambit Youngsters,HAVU,2.0,1.0,275.0,1.0
3687,BestClub,Enchantcreeps,2.0,0.0,275.0,1.0
3688,NiP,Spirit,2.0,0.0,275.0,1.0
3689,Revolution,SHIFT,2.0,1.0,275.0,1.0
3690,EOX,TRZ,2.0,1.0,275.0,1.0
3691,ATK,EnVy,1.0,2.0,275.0,0.0
3692,GoldenGitte,BIG,1.0,2.0,275.0,0.0
3693,Espada,expert,2.0,0.0,275.0,1.0
3694,Vexed,Illuminar,1.0,2.0,275.0,0.0
3695,ShotCallers,Portal Blue,2.0,0.0,275.0,1.0
3696,Budapest Five,pharsyde,0.0,2.0,275.0,0.0
3697,GAMERZONE,Apeks,1.0,2.0,275.0,0.0
3698,NiP,Heretics,2.0,1.0,275.0,1.0
3699,PlotniuVodniu,SHIPACHI,1.0,2.0,275.0,0.0
3700,potatosquad,Espada,1.0,2.0,275.0,0.0
3701,One More Time,GoldenGitte,1.0,2.0,275.0,0.0
3702,BIG,Fierce,2.0,0.0,275.0,1.0
3703,expert,Dracarys,2.0,0.0,275.0,1.0
3704,Budapest Five,Unique,2.0,0.0,275.0,1.0
3705,pharsyde,Universe,2.0,0.0,275.0,1.0
3706,HAVU,Gambit Youngsters,1.0,2.0,275.0,0.0
3707,Enchantcreeps,BestClub,0.0,2.0,275.0,0.0
3708,Spirit,NiP,0.0,2.0,275.0,0.0
3709,SHIFT,Revolution,1.0,2.0,275.0,0.0
3710,TRZ,EOX,1.0,2.0,275.0,0.0
3711,EnVy,ATK,2.0,1.0,275.0,1.0
3712,epikk,BIG Academy,1.0,2.0,276.0,0.0
3713,Unique,ALTERNATE aTTaX,2.0,0.0,276.0,1.0
3714,Sprout,Heretics,2.0,0.0,276.0,1.0
3715,BIG Academy,Fragbox,2.0,0.0,276.0,1.0
3716,SJ,HAVU,2.0,0.0,276.0,1.0
3717,DreamEaters,Illuminar,2.0,0.0,276.0,1.0
3718,Heretics,Spirit,2.0,1.0,276.0,1.0
3719,NiP,Sprout,0.0,2.0,276.0,0.0
3720,Prismatic,epikk,0.0,2.0,276.0,0.0
3721,Helsinki REDS,KOVA,1.0,2.0,276.0,0.0
3722,Singularity,Lazarus,1.0,3.0,276.0,0.0
3723,Lazarus,INTZ,2.0,0.0,276.0,1.0
3724,eL'quvet,Syman,0.0,2.0,276.0,0.0
3725,Ad hoc,Vexed,0.0,2.0,276.0,0.0
3726,HAVU,KOVA,2.0,0.0,276.0,1.0
3727,BIG Academy,epikk,2.0,1.0,276.0,1.0
3728,ALTERNATE aTTaX,Unique,0.0,2.0,276.0,0.0
3729,Heretics,Sprout,0.0,2.0,276.0,0.0
3730,Fragbox,BIG Academy,0.0,2.0,276.0,0.0
3731,HAVU,SJ,0.0,2.0,276.0,0.0
3732,Illuminar,DreamEaters,0.0,2.0,276.0,0.0
3733,Spirit,Heretics,1.0,2.0,276.0,0.0
3734,Sprout,NiP,2.0,0.0,276.0,1.0
3735,epikk,Prismatic,2.0,0.0,276.0,1.0
3736,KOVA,Helsinki REDS,2.0,1.0,276.0,1.0
3737,Lazarus,Singularity,3.0,1.0,276.0,1.0
3738,INTZ,Lazarus,0.0,2.0,276.0,0.0
3739,Syman,eL'quvet,2.0,0.0,276.0,1.0
3740,Vexed,Ad hoc,2.0,0.0,276.0,1.0
3741,KOVA,HAVU,0.0,2.0,276.0,0.0
3742,Heretics,Windigo,1.0,3.0,277.0,0.0
3743,Izako Boars,Unique,1.0,2.0,277.0,0.0
3744,SJ,Helsinki REDS,2.0,1.0,277.0,1.0
3745,Heretics,adwokacik,2.0,0.0,277.0,1.0
3746,Windigo,NiP,2.0,1.0,277.0,1.0
3747,INTZ,Singularity,0.0,2.0,277.0,0.0
3748,EnVy,Lazarus,0.0,2.0,277.0,0.0
3749,Lazarus,Singularity,1.0,2.0,277.0,0.0
3750,EnVy,INTZ,0.0,2.0,277.0,0.0
3751,Unique,ALTERNATE aTTaX,1.0,2.0,277.0,0.0
3752,Fierce,Ambush,1.0,2.0,277.0,0.0
3753,Se7en,paryvodnikov,2.0,0.0,277.0,1.0
3754,Windigo,Heretics,3.0,1.0,277.0,1.0
3755,Unique,Izako Boars,2.0,1.0,277.0,1.0
