,home_team,away_team,home_score,away_score,days_since,home_win
0,Salamander,Hard Legion,0.0,2.0,0.0,0.0
1,G2,North,1.0,2.0,0.0,0.0
2,Syman,SG.pro,0.0,2.0,0.0,0.0
3,Japaleno,HAVU,0.0,2.0,0.0,0.0
4,Sprout,Nordavind,1.0,0.0,0.0,1.0
5,AGO,SMASH,1.0,2.0,0.0,0.0
6,Astralis,Heroic,2.0,0.0,0.0,1.0
7,Rooster,Chiefs,0.0,1.0,0.0,0.0
8,Endpoint,SG.pro,2.0,1.0,0.0,1.0
9,Forbidden,Control,0.0,1.0,0.0,0.0
10,SMASH,Hard Legion,1.0,0.0,0.0,1.0
11,Paradox,AVANT,0.0,1.0,0.0,0.0
12,Salamander,AGO,0.0,1.0,0.0,0.0
13,Swedish Canadians,Polar Ace,1.0,0.0,0.0,1.0
14,Chaos,Warriors International,1.0,0.0,0.0,1.0
15,Singularity,PACT,0.0,1.0,0.0,0.0
16,Nordavind,FATE,2.0,0.0,0.0,1.0
17,Ambush,sAw,1.0,2.0,0.0,0.0
18,Syman,LDLC,1.0,2.0,0.0,0.0
19,Hard Legion,Salamander,2.0,0.0,0.0,1.0
20,North,G2,2.0,1.0,0.0,1.0
21,SG.pro,Syman,2.0,0.0,0.0,1.0
22,HAVU,Japaleno,2.0,0.0,0.0,1.0
23,Nordavind,Sprout,0.0,1.0,0.0,0.0
24,SMASH,AGO,2.0,1.0,0.0,1.0
25,Heroic,Astralis,0.0,2.0,0.0,0.0
26,Chiefs,Rooster,1.0,0.0,0.0,1.0
27,SG.pro,Endpoint,1.0,2.0,0.0,0.0
28,Control,Forbidden,1.0,0.0,0.0,1.0
29,Hard Legion,SMASH,0.0,1.0,0.0,0.0
30,AVANT,Paradox,1.0,0.0,0.0,1.0
31,AGO,Salamander,1.0,0.0,0.0,1.0
32,Polar Ace,Swedish Canadians,0.0,1.0,0.0,0.0
33,Warriors International,Chaos,0.0,1.0,0.0,0.0
34,PACT,Singularity,1.0,0.0,0.0,1.0
35,FATE,Nordavind,0.0,2.0,0.0,0.0
36,sAw,Ambush,2.0,1.0,0.0,1.0
37,LDLC,Syman,2.0,1.0,0.0,1.0
38,Endpoint,AVEZ,2.0,0.0,1.0,1.0
39,Nemiga,ALTERNATE aTTaX,0.0,1.0,1.0,0.0
40,FATE,sAw,1.0,2.0,1.0,0.0
41,AGF,Ambush,0.0,2.0,1.0,0.0
42,Singularity,sAw,1.0,2.0,1.0,0.0
43,Ambush,Pompa,2.0,0.0,1.0,1.0
44,Bantz,TWA,0.0,1.0,1.0,0.0
45,FATE,HellRaisers,2.0,1.0,1.0,1.0
46,LDLC,AGF,1.0,2.0,1.0,0.0
47,W7M,RED Canids,2.0,0.0,1.0,1.0
48,Secret,compLexity,0.0,2.0,1.0,0.0
49,NiP,Heretics,2.0,1.0,1.0,1.0
50,Astralis,G2,3.0,0.0,1.0,1.0
51,Sprout,compLexity,0.0,2.0,1.0,0.0
52,KINGZZZ,mYinsanity,2.0,0.0,1.0,1.0
53,AVEZ,Endpoint,0.0,2.0,1.0,0.0
54,ALTERNATE aTTaX,Nemiga,1.0,0.0,1.0,1.0
55,sAw,FATE,2.0,1.0,1.0,1.0
56,Ambush,AGF,2.0,0.0,1.0,1.0
57,sAw,Singularity,2.0,1.0,1.0,1.0
58,Pompa,Ambush,0.0,2.0,1.0,0.0
59,TWA,Bantz,1.0,0.0,1.0,1.0
60,HellRaisers,FATE,1.0,2.0,1.0,0.0
61,AGF,LDLC,2.0,1.0,1.0,1.0
62,RED Canids,W7M,0.0,2.0,1.0,0.0
63,compLexity,Secret,2.0,0.0,1.0,1.0
64,Heretics,NiP,1.0,2.0,1.0,0.0
65,G2,Astralis,0.0,3.0,1.0,0.0
66,compLexity,Sprout,2.0,0.0,1.0,1.0
67,mYinsanity,KINGZZZ,0.0,2.0,1.0,0.0
68,Real Betis,Wygers,2.0,1.0,2.0,1.0
69,Virtus.pro,Hard Legion,1.0,2.0,2.0,0.0
70,Spirit,Winstrike,2.0,0.0,2.0,1.0
71,sAw,KPI,2.0,0.0,2.0,1.0
72,Secret,Gambit Youngsters,2.0,1.0,2.0,1.0
73,Skyfire,Generation of Miracles,1.0,2.0,2.0,0.0
74,Overt,Generation of Miracles,0.0,2.0,2.0,0.0
75,Generation of Miracles,Skyfire,0.0,2.0,2.0,0.0
76,RED Canids,Isurus,2.0,1.0,2.0,1.0
77,G2,FaZe,2.0,1.0,2.0,1.0
78,GODSENT,North,2.0,1.0,2.0,1.0
79,Hard Legion,Gambit Youngsters,2.0,1.0,2.0,1.0
80,Giants,x6tence,2.0,1.0,2.0,1.0
81,Wygers,Real Betis,1.0,2.0,2.0,0.0
82,Hard Legion,Virtus.pro,2.0,1.0,2.0,1.0
83,Winstrike,Spirit,0.0,2.0,2.0,0.0
84,KPI,sAw,0.0,2.0,2.0,0.0
85,Gambit Youngsters,Secret,1.0,2.0,2.0,0.0
86,Generation of Miracles,Skyfire,2.0,1.0,2.0,1.0
87,Generation of Miracles,Overt,2.0,0.0,2.0,1.0
88,Skyfire,Generation of Miracles,2.0,0.0,2.0,1.0
89,Isurus,RED Canids,1.0,2.0,2.0,0.0
90,FaZe,G2,1.0,2.0,2.0,0.0
91,North,GODSENT,1.0,2.0,2.0,0.0
92,Gambit Youngsters,Hard Legion,1.0,2.0,2.0,0.0
93,x6tence,Giants,1.0,2.0,2.0,0.0
94,Secret,SMASH,2.0,0.0,3.0,1.0
95,Nemiga,Syman,2.0,0.0,3.0,1.0
96,Hard Legion,Winstrike,0.0,2.0,3.0,0.0
97,Endpoint,compLexity,0.0,2.0,3.0,0.0
98,Movistar Riders,S2V,2.0,1.0,3.0,1.0
99,Salamander,Sprout,1.0,2.0,3.0,0.0
100,W7M,Keyd,2.0,0.0,3.0,1.0
101,Astralis,FaZe,2.0,0.0,3.0,1.0
102,Copenhagen Flames,Gambit Youngsters,0.0,2.0,3.0,0.0
103,SMASH,Secret,0.0,2.0,3.0,0.0
104,Syman,Nemiga,0.0,2.0,3.0,0.0
105,Winstrike,Hard Legion,2.0,0.0,3.0,1.0
106,compLexity,Endpoint,2.0,0.0,3.0,1.0
107,S2V,Movistar Riders,1.0,2.0,3.0,0.0
108,Sprout,Salamander,2.0,1.0,3.0,1.0
109,Keyd,W7M,0.0,2.0,3.0,0.0
110,FaZe,Astralis,0.0,2.0,3.0,0.0
111,Gambit Youngsters,Copenhagen Flames,2.0,0.0,3.0,1.0
112,AVEZ,Gambit Youngsters,0.0,2.0,4.0,0.0
113,Vitality,G2,1.0,2.0,4.0,0.0
114,NAVI Junior,LDLC,2.0,0.0,4.0,1.0
115,Copenhagen Flames,Sprout,0.0,2.0,4.0,0.0
116,Spirit,Virtus.pro,2.0,1.0,4.0,1.0
117,Gambit Youngsters,Sprout,0.0,1.0,4.0,0.0
118,Copenhagen Flames,AVEZ,1.0,0.0,4.0,1.0
119,Swedish Canadians,Infinity,1.0,0.0,4.0,1.0
120,AA,Warriors International,0.0,1.0,4.0,0.0
121,Keep the Comms Up,Recon 5,0.0,1.0,4.0,0.0
122,Chaos,Polar Ace,1.0,0.0,4.0,1.0
123,Mythic,"blood, sweat, and tears",1.0,0.0,4.0,1.0
124,AVEZ,Secret,1.0,0.0,4.0,1.0
125,Heretics,G2,1.0,2.0,4.0,0.0
126,SKADE,SMASH,1.0,2.0,4.0,0.0
127,sAw,AVEZ,0.0,1.0,4.0,0.0
128,sAw,Secret,0.0,1.0,4.0,0.0
129,ALTERNATE aTTaX,PACT,0.0,1.0,4.0,0.0
130,Movistar Riders,FATE,0.0,1.0,4.0,0.0
131,Espada,NAVI Junior,2.0,1.0,4.0,1.0
132,Gambit Youngsters,AVEZ,2.0,0.0,4.0,1.0
133,G2,Vitality,2.0,1.0,4.0,1.0
134,LDLC,NAVI Junior,0.0,2.0,4.0,0.0
135,Sprout,Copenhagen Flames,2.0,0.0,4.0,1.0
136,Virtus.pro,Spirit,1.0,2.0,4.0,0.0
137,Sprout,Gambit Youngsters,1.0,0.0,4.0,1.0
138,AVEZ,Copenhagen Flames,0.0,1.0,4.0,0.0
139,Infinity,Swedish Canadians,0.0,1.0,4.0,0.0
140,Warriors International,AA,1.0,0.0,4.0,1.0
141,Recon 5,Keep the Comms Up,1.0,0.0,4.0,1.0
142,Polar Ace,Chaos,0.0,1.0,4.0,0.0
143,"blood, sweat, and tears",Mythic,0.0,1.0,4.0,0.0
144,Secret,AVEZ,0.0,1.0,4.0,0.0
145,G2,Heretics,2.0,1.0,4.0,1.0
146,SMASH,SKADE,2.0,1.0,4.0,1.0
147,AVEZ,sAw,1.0,0.0,4.0,1.0
148,Secret,sAw,1.0,0.0,4.0,1.0
149,PACT,ALTERNATE aTTaX,1.0,0.0,4.0,1.0
150,FATE,Movistar Riders,1.0,0.0,4.0,1.0
151,NAVI Junior,Espada,1.0,2.0,4.0,0.0
152,SMASH,KOVA,2.0,1.0,5.0,1.0
153,AVEZ,Heretics,0.0,1.0,5.0,0.0
154,ALTERNATE aTTaX,Unicorns of Love,1.0,0.0,5.0,1.0
155,Vitality,NiP,2.0,1.0,5.0,1.0
156,AGO,GamerLegion,1.0,0.0,5.0,1.0
157,Heretics,sAw,1.0,0.0,5.0,1.0
158,Pompa,LDLC,0.0,2.0,5.0,0.0
159,TWA,Ground Zero,0.0,1.0,5.0,0.0
160,SKADE,Endpoint,1.0,2.0,5.0,0.0
161,Ground Zero,Incept,1.0,0.0,5.0,1.0
162,PC419,ORDER,0.0,1.0,5.0,0.0
163,AVANT, esea open,1.0,0.0,5.0,1.0
164,Winstrike,Syman,2.0,0.0,5.0,1.0
165,Endpoint,KOVA,1.0,0.0,5.0,1.0
166,Paradox,ORDER,0.0,1.0,5.0,0.0
167,Forbidden,TWA,0.0,1.0,5.0,0.0
168,ORDER,AVANT,1.0,0.0,5.0,1.0
169,Incept, esea open,1.0,0.0,5.0,1.0
170,SKADE,SMASH,1.0,0.0,5.0,1.0
171,Warriors International,Recon 5,0.0,1.0,5.0,0.0
172,KOVA,SMASH,1.0,2.0,5.0,0.0
173,Heretics,AVEZ,1.0,0.0,5.0,1.0
174,Unicorns of Love,ALTERNATE aTTaX,0.0,1.0,5.0,0.0
175,NiP,Vitality,1.0,2.0,5.0,0.0
176,GamerLegion,AGO,0.0,1.0,5.0,0.0
177,sAw,Heretics,0.0,1.0,5.0,0.0
178,LDLC,Pompa,2.0,0.0,5.0,1.0
179,Ground Zero,TWA,1.0,0.0,5.0,1.0
180,Endpoint,SKADE,2.0,1.0,5.0,1.0
181,Incept,Ground Zero,0.0,1.0,5.0,0.0
182,ORDER,PC419,1.0,0.0,5.0,1.0
183, esea open,AVANT,0.0,1.0,5.0,0.0
184,Syman,Winstrike,0.0,2.0,5.0,0.0
185,KOVA,Endpoint,0.0,1.0,5.0,0.0
186,ORDER,Paradox,1.0,0.0,5.0,1.0
187,TWA,Forbidden,1.0,0.0,5.0,1.0
188,AVANT,ORDER,0.0,1.0,5.0,0.0
189, esea open,Incept,0.0,1.0,5.0,0.0
190,SMASH,SKADE,0.0,1.0,5.0,0.0
191,Recon 5,Warriors International,1.0,0.0,5.0,1.0
192,Espada,compLexity,1.0,2.0,6.0,0.0
193,Japaleno,Movistar Riders,1.0,0.0,6.0,1.0
194,FaZe,NiP,2.0,1.0,6.0,1.0
195,Overt,Skyfire,0.0,1.0,6.0,0.0
196,Secret,Sinners,2.0,1.0,6.0,1.0
197,Justice,FURY,1.0,0.0,6.0,1.0
198,Virtus.pro,Nemiga,2.0,1.0,6.0,1.0
199,compLexity,Sinners,0.0,1.0,6.0,0.0
200,Mako,PC419,1.0,0.0,6.0,1.0
201,Justice,Forbidden,1.0,0.0,6.0,1.0
202,Espada,Secret,0.0,1.0,6.0,0.0
203,Warriors International,Infinity,1.0,0.0,6.0,1.0
204,Swedish Canadians,Recon 5,0.0,1.0,6.0,0.0
205,Keep the Comms Up,Mythic,0.0,1.0,6.0,0.0
206,Morning Light,Rugratz,0.0,1.0,6.0,0.0
207,Polar Ace,"blood, sweat, and tears",1.0,0.0,6.0,1.0
208,Chaos,AA,1.0,0.0,6.0,1.0
209,AGO,Nordavind,0.0,1.0,6.0,0.0
210,HAVU,Giants,0.0,1.0,6.0,0.0
211,Giants,AGO,1.0,0.0,6.0,1.0
212,compLexity,Espada,2.0,1.0,6.0,1.0
213,Movistar Riders,Japaleno,0.0,1.0,6.0,0.0
214,NiP,FaZe,1.0,2.0,6.0,0.0
215,Skyfire,Overt,1.0,0.0,6.0,1.0
216,Sinners,Secret,1.0,2.0,6.0,0.0
217,FURY,Justice,0.0,1.0,6.0,0.0
218,Nemiga,Virtus.pro,1.0,2.0,6.0,0.0
219,Sinners,compLexity,1.0,0.0,6.0,1.0
220,PC419,Mako,0.0,1.0,6.0,0.0
221,Forbidden,Justice,0.0,1.0,6.0,0.0
222,Secret,Espada,1.0,0.0,6.0,1.0
223,Infinity,Warriors International,0.0,1.0,6.0,0.0
224,Recon 5,Swedish Canadians,1.0,0.0,6.0,1.0
225,Mythic,Keep the Comms Up,1.0,0.0,6.0,1.0
226,Rugratz,Morning Light,1.0,0.0,6.0,1.0
227,"blood, sweat, and tears",Polar Ace,0.0,1.0,6.0,0.0
228,AA,Chaos,0.0,1.0,6.0,0.0
229,Nordavind,AGO,1.0,0.0,6.0,1.0
230,Giants,HAVU,1.0,0.0,6.0,1.0
231,AGO,Giants,0.0,1.0,6.0,0.0
232,AGO,HAVU,0.0,1.0,7.0,0.0
233,GamerLegion,Nordavind,0.0,1.0,7.0,0.0
234,PACT,Demolition Crew,1.0,0.0,7.0,1.0
235,ALTERNATE aTTaX,Ambush,1.0,2.0,7.0,0.0
236,fnatic,Movistar Riders,0.0,2.0,7.0,0.0
237,Vitality,GODSENT,2.0,0.0,7.0,1.0
238,Espada,Pompa,2.0,0.0,7.0,1.0
239,Hard Legion,Salamander,2.0,0.0,7.0,1.0
240,Ambush,Salamander,0.0,1.0,7.0,0.0
241,Hard Legion,ALTERNATE aTTaX,1.0,0.0,7.0,1.0
242,Tricked,Salamander,0.0,1.0,7.0,0.0
243,ALTERNATE aTTaX,Endpoint,1.0,0.0,7.0,1.0
244,Endpoint,Tricked,1.0,0.0,7.0,1.0
245,Salamander,ALTERNATE aTTaX,0.0,1.0,7.0,0.0
246,Secret,AVEZ,1.0,2.0,7.0,0.0
247,Endpoint,Salamander,1.0,0.0,7.0,1.0
248,HAVU,AGO,1.0,0.0,7.0,1.0
249,Nordavind,GamerLegion,1.0,0.0,7.0,1.0
250,Demolition Crew,PACT,0.0,1.0,7.0,0.0
251,Ambush,ALTERNATE aTTaX,2.0,1.0,7.0,1.0
252,Movistar Riders,fnatic,2.0,0.0,7.0,1.0
253,GODSENT,Vitality,0.0,2.0,7.0,0.0
254,Pompa,Espada,0.0,2.0,7.0,0.0
255,Salamander,Hard Legion,0.0,2.0,7.0,0.0
256,Salamander,Ambush,1.0,0.0,7.0,1.0
257,ALTERNATE aTTaX,Hard Legion,0.0,1.0,7.0,0.0
258,Salamander,Tricked,1.0,0.0,7.0,1.0
259,Endpoint,ALTERNATE aTTaX,0.0,1.0,7.0,0.0
260,Tricked,Endpoint,0.0,1.0,7.0,0.0
261,ALTERNATE aTTaX,Salamander,1.0,0.0,7.0,1.0
262,AVEZ,Secret,2.0,1.0,7.0,1.0
263,Salamander,Endpoint,0.0,1.0,7.0,0.0
264,Tricked,ALTERNATE aTTaX,0.0,1.0,8.0,0.0
265,Gambit Youngsters,BIG,2.0,0.0,8.0,1.0
266,AVEZ,Singularity,2.0,0.0,8.0,1.0
267,Secret,KOVA,2.0,0.0,8.0,1.0
268,BIG,Winstrike,2.0,0.0,8.0,1.0
269,FATE,Singularity,1.0,2.0,8.0,0.0
270,KOVA,LDLC,2.0,1.0,8.0,1.0
271,Secret,HellRaisers,2.0,1.0,8.0,1.0
272,Mustang Crew,AVEZ,0.0,2.0,8.0,0.0
273, Under 21,Swedish Canadians,0.0,2.0,8.0,0.0
274,New England Whalers,Swedish Canadians,0.0,2.0,8.0,0.0
275, Under 21,Recon 5,2.0,1.0,8.0,1.0
276,Gen.G,FURIA,2.0,1.0,8.0,1.0
277,Recon 5,YeaH!,2.0,0.0,8.0,1.0
278,Cloud9,Liquid,2.0,1.0,8.0,1.0
279,Morning Light,Swedish Canadians,1.0,2.0,8.0,0.0
280,Polar Ace, Under 21,2.0,0.0,8.0,1.0
281,New England Whalers,Big Frames,2.0,0.0,8.0,1.0
282,compLexity,BIG,2.0,1.0,8.0,1.0
283,Copenhagen Flames,mousesports,1.0,2.0,8.0,0.0
284,ALTERNATE aTTaX,Tricked,1.0,0.0,8.0,1.0
285,BIG,Gambit Youngsters,0.0,2.0,8.0,0.0
286,Singularity,AVEZ,0.0,2.0,8.0,0.0
287,KOVA,Secret,0.0,2.0,8.0,0.0
288,Winstrike,BIG,0.0,2.0,8.0,0.0
289,Singularity,FATE,2.0,1.0,8.0,1.0
290,LDLC,KOVA,1.0,2.0,8.0,0.0
291,HellRaisers,Secret,1.0,2.0,8.0,0.0
292,AVEZ,Mustang Crew,2.0,0.0,8.0,1.0
293,Swedish Canadians, Under 21,2.0,0.0,8.0,1.0
294,Swedish Canadians,New England Whalers,2.0,0.0,8.0,1.0
295,Recon 5, Under 21,1.0,2.0,8.0,0.0
296,FURIA,Gen.G,1.0,2.0,8.0,0.0
297,YeaH!,Recon 5,0.0,2.0,8.0,0.0
298,Liquid,Cloud9,1.0,2.0,8.0,0.0
299,Swedish Canadians,Morning Light,2.0,1.0,8.0,1.0
300, Under 21,Polar Ace,0.0,2.0,8.0,0.0
301,Big Frames,New England Whalers,0.0,2.0,8.0,0.0
302,BIG,compLexity,1.0,2.0,8.0,0.0
303,mousesports,Copenhagen Flames,2.0,1.0,8.0,1.0
304,BIG,SMASH,2.0,1.0,9.0,1.0
305,pro100,Syman,1.0,2.0,9.0,0.0
306,Hard Legion,Natus Vincere,2.0,0.0,9.0,1.0
307,AVEZ,Pompa,1.0,2.0,9.0,0.0
308,Espada,Virtus.pro,0.0,2.0,9.0,0.0
309,compLexity,Endpoint,2.0,0.0,9.0,1.0
310,TIGER,TyLoo,2.0,1.0,9.0,1.0
311,PACT,Illuminar,2.0,1.0,9.0,1.0
312,Renegades,ORDER,2.0,1.0,9.0,1.0
313,Rooster,Paradox,2.0,0.0,9.0,1.0
314,Paradox,Overt,2.0,0.0,9.0,1.0
315,Rooster,Paradox,2.0,0.0,9.0,1.0
316,FURIA,Liquid,2.0,0.0,9.0,1.0
317,EnVy,100 Thieves,2.0,1.0,9.0,1.0
318,Sprout,Endpoint,0.0,2.0,9.0,0.0
319,ENCE,Astralis,1.0,2.0,9.0,0.0
320,fnatic,NiP,1.0,2.0,9.0,0.0
321,Dignitas,compLexity,0.0,2.0,9.0,0.0
322,Vitality,Heretics,2.0,0.0,9.0,1.0
323,Apeks,Riddle,2.0,0.0,9.0,1.0
324,SMASH,BIG,1.0,2.0,9.0,0.0
325,Syman,pro100,2.0,1.0,9.0,1.0
326,Natus Vincere,Hard Legion,0.0,2.0,9.0,0.0
327,Pompa,AVEZ,2.0,1.0,9.0,1.0
328,Virtus.pro,Espada,2.0,0.0,9.0,1.0
329,Endpoint,compLexity,0.0,2.0,9.0,0.0
330,TyLoo,TIGER,1.0,2.0,9.0,0.0
331,Illuminar,PACT,1.0,2.0,9.0,0.0
332,ORDER,Renegades,1.0,2.0,9.0,0.0
333,Paradox,Rooster,0.0,2.0,9.0,0.0
334,Overt,Paradox,0.0,2.0,9.0,0.0
335,Paradox,Rooster,0.0,2.0,9.0,0.0
336,Liquid,FURIA,0.0,2.0,9.0,0.0
337,100 Thieves,EnVy,1.0,2.0,9.0,0.0
338,Endpoint,Sprout,2.0,0.0,9.0,1.0
339,Astralis,ENCE,2.0,1.0,9.0,1.0
340,NiP,fnatic,2.0,1.0,9.0,1.0
341,compLexity,Dignitas,2.0,0.0,9.0,1.0
342,Heretics,Vitality,0.0,2.0,9.0,0.0
343,Riddle,Apeks,0.0,2.0,9.0,0.0
344,SMASH,AGO,2.0,0.0,10.0,1.0
345,forZe,Gambit Youngsters,1.0,2.0,10.0,0.0
346,Winstrike,Spirit,0.0,2.0,10.0,0.0
347,Unique,Nemiga,0.0,2.0,10.0,0.0
348,Riddle,Bifrost,2.0,1.0,10.0,1.0
349,BIG,Apeks,2.0,0.0,10.0,1.0
350,CeX,Endpoint,0.0,3.0,10.0,0.0
351,ViCi Gaming,TyLoo,1.0,2.0,10.0,0.0
352,Apeks,Nordavind NO,2.0,0.0,10.0,1.0
353,Salamander,compLexity,0.0,2.0,10.0,0.0
354,D13,TIGER,0.0,2.0,10.0,0.0
355,ORDER,Chiefs,2.0,0.0,10.0,1.0
356,Gen.G,Cloud9,2.0,1.0,10.0,1.0
357,Secret,Endpoint,1.0,2.0,10.0,0.0
358,GODSENT,mousesports,2.0,0.0,10.0,1.0
359,Copenhagen Flames,FaZe,1.0,2.0,10.0,0.0
360,AGO,SMASH,0.0,2.0,10.0,0.0
361,Gambit Youngsters,forZe,2.0,1.0,10.0,1.0
362,Spirit,Winstrike,2.0,0.0,10.0,1.0
363,Nemiga,Unique,2.0,0.0,10.0,1.0
364,Bifrost,Riddle,1.0,2.0,10.0,0.0
365,Apeks,BIG,0.0,2.0,10.0,0.0
366,Endpoint,CeX,3.0,0.0,10.0,1.0
367,TyLoo,ViCi Gaming,2.0,1.0,10.0,1.0
368,Nordavind NO,Apeks,0.0,2.0,10.0,0.0
369,compLexity,Salamander,2.0,0.0,10.0,1.0
370,TIGER,D13,2.0,0.0,10.0,1.0
371,Chiefs,ORDER,0.0,2.0,10.0,0.0
372,Cloud9,Gen.G,1.0,2.0,10.0,0.0
373,Endpoint,Secret,2.0,1.0,10.0,1.0
374,mousesports,GODSENT,0.0,2.0,10.0,0.0
375,FaZe,Copenhagen Flames,2.0,1.0,10.0,1.0
376,SKADE,Endpoint,0.0,2.0,11.0,0.0
377,Virtus.pro,Hard Legion,1.0,2.0,11.0,0.0
378,Natus Vincere,Syman,1.0,2.0,11.0,0.0
379,pro100,Espada,0.0,2.0,11.0,0.0
380,Secret,BIG,0.0,2.0,11.0,0.0
381,BIG,Endpoint,1.0,0.0,11.0,1.0
382,Camel Riders,Mazaalai,0.0,2.0,11.0,0.0
383,TyLoo,D13,0.0,2.0,11.0,0.0
384,Secret,SKADE,1.0,0.0,11.0,1.0
385,TIGER,Lucid Dream,2.0,0.0,11.0,1.0
386,ViCi Gaming,Beyond,2.0,0.0,11.0,1.0
387,Chaos,Warriors International,1.0,0.0,11.0,1.0
388,Renegades,Chiefs,2.0,0.0,11.0,1.0
389,Ground Zero,ORDER,0.0,2.0,11.0,0.0
390,Way 2 French,New England Whalers,0.0,1.0,11.0,0.0
391,Keep the Comms Up,AA,0.0,1.0,11.0,0.0
392,"blood, sweat, and tears",Swedish Canadians,0.0,1.0,11.0,0.0
393,Rugratz, Under 21,1.0,0.0,11.0,1.0
394,Mythic,TeamOne,1.0,0.0,11.0,1.0
395,Secret,AVEZ,0.0,1.0,11.0,0.0
396,Endpoint,SKADE,2.0,0.0,11.0,1.0
397,Hard Legion,Virtus.pro,2.0,1.0,11.0,1.0
398,Syman,Natus Vincere,2.0,1.0,11.0,1.0
399,Espada,pro100,2.0,0.0,11.0,1.0
400,BIG,Secret,2.0,0.0,11.0,1.0
401,Endpoint,BIG,0.0,1.0,11.0,0.0
402,Mazaalai,Camel Riders,2.0,0.0,11.0,1.0
403,D13,TyLoo,2.0,0.0,11.0,1.0
404,SKADE,Secret,0.0,1.0,11.0,0.0
405,Lucid Dream,TIGER,0.0,2.0,11.0,0.0
406,Beyond,ViCi Gaming,0.0,2.0,11.0,0.0
407,Warriors International,Chaos,0.0,1.0,11.0,0.0
408,Chiefs,Renegades,0.0,2.0,11.0,0.0
409,ORDER,Ground Zero,2.0,0.0,11.0,1.0
410,New England Whalers,Way 2 French,1.0,0.0,11.0,1.0
411,AA,Keep the Comms Up,1.0,0.0,11.0,1.0
412,Swedish Canadians,"blood, sweat, and tears",1.0,0.0,11.0,1.0
413, Under 21,Rugratz,0.0,1.0,11.0,0.0
414,TeamOne,Mythic,0.0,1.0,11.0,0.0
415,AVEZ,Secret,1.0,0.0,11.0,1.0
416,Heretics,AVEZ,1.0,0.0,12.0,1.0
417,Nordavind,SMASH,1.0,2.0,12.0,0.0
418,Spirit,Nemiga,2.0,1.0,12.0,1.0
419,Winstrike,Gambit Youngsters,2.0,0.0,12.0,1.0
420,forZe,Unique,2.0,0.0,12.0,1.0
421,FATE,compLexity,0.0,2.0,12.0,0.0
422,Bantz,Paradox,1.0,0.0,12.0,1.0
423,Forbidden,PC419,1.0,0.0,12.0,1.0
424,Incept,TWA,0.0,1.0,12.0,0.0
425,Heroic,Nordavind,2.0,0.0,12.0,1.0
426,compLexity,SMASH,0.0,1.0,12.0,0.0
427,FURY,Bantz,0.0,1.0,12.0,0.0
428,TWA,Skyfire,1.0,0.0,12.0,1.0
429,D13,Mazaalai,2.0,0.0,12.0,1.0
430,Camel Riders,TyLoo,0.0,2.0,12.0,0.0
431,Nordavind,FATE,1.0,0.0,12.0,1.0
432,Beyond,Lucid Dream,0.0,2.0,12.0,0.0
433,TIGER,ViCi Gaming,1.0,2.0,12.0,0.0
434,ORDER,Chiefs,2.0,1.0,12.0,1.0
435,Renegades,Ground Zero,2.0,0.0,12.0,1.0
436,AVEZ,Heretics,0.0,1.0,12.0,0.0
437,SMASH,Nordavind,2.0,1.0,12.0,1.0
438,Nemiga,Spirit,1.0,2.0,12.0,0.0
439,Gambit Youngsters,Winstrike,0.0,2.0,12.0,0.0
440,Unique,forZe,0.0,2.0,12.0,0.0
441,compLexity,FATE,2.0,0.0,12.0,1.0
442,Paradox,Bantz,0.0,1.0,12.0,0.0
443,PC419,Forbidden,0.0,1.0,12.0,0.0
444,TWA,Incept,1.0,0.0,12.0,1.0
445,Nordavind,Heroic,0.0,2.0,12.0,0.0
446,SMASH,compLexity,1.0,0.0,12.0,1.0
447,Bantz,FURY,1.0,0.0,12.0,1.0
448,Skyfire,TWA,0.0,1.0,12.0,0.0
449,Mazaalai,D13,0.0,2.0,12.0,0.0
450,TyLoo,Camel Riders,2.0,0.0,12.0,1.0
451,FATE,Nordavind,0.0,1.0,12.0,0.0
452,Lucid Dream,Beyond,2.0,0.0,12.0,1.0
453,ViCi Gaming,TIGER,2.0,1.0,12.0,1.0
454,Chiefs,ORDER,1.0,2.0,12.0,0.0
455,Ground Zero,Renegades,0.0,2.0,12.0,0.0
456,Movistar Riders,Japaleno,1.0,0.0,13.0,1.0
457,forZe,Mustang Crew,2.0,0.0,13.0,1.0
458,Syman,Virtus.pro,0.0,2.0,13.0,0.0
459,Hard Legion,Espada,0.0,2.0,13.0,0.0
460,pro100,Natus Vincere,0.0,2.0,13.0,0.0
461,GODSENT,Nordavind,0.0,2.0,13.0,0.0
462,Salamander,AGO,2.0,0.0,13.0,1.0
463,Skyfire,PC419,0.0,1.0,13.0,0.0
464,Justice,Overt,0.0,1.0,13.0,0.0
465,AGO,Mustang Crew,1.0,0.0,13.0,1.0
466,Mako,Rooster,0.0,1.0,13.0,0.0
467,Mazaalai,TyLoo,0.0,2.0,13.0,0.0
468,Heroic,Secret,2.0,0.0,13.0,1.0
469,Camel Riders,D13,2.0,0.0,13.0,1.0
470,forZe,Salamander,0.0,1.0,13.0,0.0
471,TIGER,Beyond,2.0,0.0,13.0,1.0
472,Lucid Dream,ViCi Gaming,0.0,2.0,13.0,0.0
473,Renegades,ORDER,2.0,0.0,13.0,1.0
474,Chiefs,Ground Zero,2.0,0.0,13.0,1.0
475,Morning Light,Polar Ace,1.0,0.0,13.0,1.0
